date,mean_valuePsi,median_valuePsi,max_valuePsi,min_valuePsi,mean_celsius,median_celsius,max_celsius,min_celsius,mean_fahrenheit,median_fahrenheit,max_fahrenheit,min_fahrenheit
2021-10-01,394.0,392.0,400.0,384.0,15.764999999999999,17.095,18.8,10.07,60.37700000000001,62.771,65.84,50.126000000000005
2021-10-02,431.6363636363636,428.0,512.0,384.0,15.744545454545458,19.24,19.24,11.55,60.340181818181854,66.632,66.632,52.790000000000006
2021-10-03,507.0344827586207,488.0,640.0,272.0,15.464827586206887,14.82,16.52,14.82,59.836689655172464,58.676,61.736,58.676
2021-10-04,576.6666666666666,572.0,696.0,424.0,14.90916666666667,14.58,15.85,14.18,58.836499999999965,58.244,60.53,57.524
2021-10-05,726.0,740.0,808.0,624.0,14.385,14.5,15.63,12.23,57.892999999999994,58.1,60.134,54.014
2021-10-06,858.9090909090909,872.0,920.0,768.0,18.318181818181817,16.72,21.52,13.51,64.97272727272727,62.096,70.73599999999999,56.318
2021-10-07,866.2222222222222,864.0,912.0,800.0,18.499999999999996,18.21,23.71,13.54,65.30000000000001,64.778,74.678,56.372
2021-10-08,836.5714285714286,856.0,944.0,368.0,18.648571428571433,18.81,21.7,14.79,65.56742857142854,65.858,71.06,58.622
2021-10-09,875.3333333333334,880.0,984.0,728.0,16.410000000000004,16.41,16.96,15.86,61.53800000000001,61.538000000000004,62.528000000000006,60.548
2021-10-10,1205.3333333333333,1240.0,1296.0,1088.0,16.44,16.44,16.44,16.44,61.59199999999999,61.592,61.592,61.592
2021-10-11,1274.0,1280.0,1424.0,1080.0,16.452142857142842,16.28,20.07,15.82,61.61385714285717,61.304,68.126,60.476
2021-10-12,1445.6666666666667,1580.0,1696.0,1016.0,18.70666666666666,18.52,23.5,13.23,65.672,65.336,74.30000000000001,55.814
2021-10-13,615.1111111111111,360.0,1584.0,352.0,20.499999999999993,18.76,24.54,15.03,68.90000000000002,65.768,76.172,59.054
2021-10-14,364.0,360.0,384.0,352.0,20.037142857142857,19.09,23.52,15.76,68.06685714285713,66.362,74.336,60.368
2021-10-15,428.0,424.0,568.0,368.0,20.31399999999999,20.56,21.97,16.69,68.56520000000002,69.008,71.54599999999999,62.042
2021-10-16,562.4,548.0,688.0,440.0,22.315999999999995,23.134999999999998,23.62,19.92,72.16879999999999,73.643,74.516,67.856
2021-10-17,648.9230769230769,656.0,752.0,552.0,14.033846153846154,13.5,17.43,12.53,57.26092307692306,56.3,63.374,54.554
2021-10-18,728.6666666666666,728.0,848.0,624.0,13.072500000000005,11.36,15.97,10.11,55.53050000000001,52.448,60.746,50.198
2021-10-19,678.5,688.0,728.0,616.0,15.07,15.07,15.98,14.16,59.12600000000002,59.126000000000005,60.764,57.488
